@relation tj_stream-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute x numeric
@attribute y numeric
@attribute class {0,1}

@data
0.978381,0.297703,1
0.090563,0.146738,0
0.844887,0.228553,0
0.702619,0.185097,0
0.94783,0.485064,1
0.368819,0.713363,1
0.953808,0.346178,1
0.295507,0.7456,1
0.760392,0.194575,0
0.727922,0.177851,0
0.524669,0.343806,0
0.945867,0.224555,0
0.509643,0.510255,1
0.112861,0.142639,1
0.438106,0.719765,1
0.305686,0.685929,1
0.990886,0.335339,1
0.312999,0.661196,1
0.395924,0.739581,1
0.625735,0.734663,0
0.943148,0.2326,0
0.053476,0.12459,0
0.491491,0.436695,0
0.969895,0.463828,1
0.49948,0.524558,1
0.150008,0.115965,1
0.490617,0.446466,0
0.285133,0.74137,1
0.839282,0.234533,0
0.795499,0.192362,0
0.001225,0.206349,0
0.004891,0.145437,0
0.479421,0.373708,0
0.297492,0.636503,1
0.522952,0.496502,1
0.984916,0.283702,1
0.523613,0.427391,0
0.969963,0.29814,1
0.807759,0.219453,0
0.332142,0.758526,1
0.364338,0.764201,1
0.520222,0.578453,1
0.732166,0.286402,0
0.764693,0.179535,0
0.977,0.252129,1
0.312216,0.741897,1
0.044821,0.219549,0
0.718251,0.195778,0
0.30443,0.758007,1
0.466593,0.738208,1
0.116948,0.131172,1
0.647094,0.763986,0
0.276647,0.650074,1
0.265631,0.691296,1
0.973982,0.52074,1
0.287599,0.714442,1
0.983266,0.527513,1
0.696063,0.215264,0
0.48179,0.448033,0
0.973325,0.202585,1
0.297347,0.701162,1
0.820145,0.183953,0
0.104742,0.118025,0
0.960015,0.391744,1
0.459536,0.749865,1
0.729619,0.221247,0
0.028128,0.164009,0
0.557387,0.758529,0
0.272743,0.742963,1
0.431856,0.722041,1
0.560858,0.729744,0
0.899282,0.229368,0
0.9824,0.402441,1
0.801463,0.190567,0
0.696268,0.192995,0
0.677692,0.743771,0
0.28748,0.651766,1
0.070185,0.150596,0
0.652104,0.741288,0
0.993967,0.23504,1
0.147024,0.083558,1
0.955001,0.317183,1
0.822158,0.201811,0
0.763927,0.199315,0
0.519708,0.608668,1
0.783732,0.185964,0
0.02708,0.156156,0
0.510686,0.373803,0
0.421147,0.724125,1
0.929437,0.221333,0
0.087941,0.157064,0
0.154437,0.16168,1
0.502198,0.758451,0
0.699801,0.218714,0
0.906148,0.190308,0
0.461719,0.710061,1
0.63699,0.716378,0
0.508763,0.336276,0
0.526214,0.328184,0
0.376679,0.716406,1
0.716235,0.220413,0
0.648825,0.748518,0
0.040721,0.14143,0
0.294738,0.704179,1
0.103952,0.17598,0
0.698897,0.17809,0
0.492756,0.761275,1
0.73939,0.189664,0
0.445361,0.761545,1
0.502768,0.376634,0
0.98415,0.373111,1
0.991608,0.494923,1
0.459455,0.728093,1
0.685198,0.18829,0
0.0071,0.211663,0
0.08012,0.158668,0
0.648626,0.724134,0
0.567339,0.736408,0
0.693825,0.238706,0
0.339853,0.706439,1
0.049748,0.16286,0
0.509089,0.305587,0
0.449123,0.747944,1
0.804685,0.179917,0
0.517835,0.437223,0
0.03613,0.157754,0
0.726616,0.254317,0
0.848247,0.183035,0
0.005918,0.206891,0
0.617739,0.713379,0
0.853551,0.216669,0
0.535387,0.731203,0
0.68545,0.207025,0
0.522391,0.337715,0
0.034494,0.192678,0
0.029337,0.16099,0
0.076299,0.132578,0
0.969102,0.238922,1
0.655063,0.741496,0
0.439619,0.716459,1
0.498969,0.365036,0
0.521381,0.643621,1
0.975287,0.45162,1
0.474334,0.533017,1
0.646542,0.723402,0
0.986724,0.321264,1
0.140206,0.068448,1
0.4331,0.7308,1
0.070588,0.158167,0
0.961087,0.251601,1
0.723499,0.282307,0
0.484738,0.356839,0
0.620925,0.712129,0
0.963319,0.264834,1
0.679513,0.723273,0
0.117088,0.081277,1
0.95894,0.441717,1
0.963975,0.517557,1
0.509538,0.300141,0
0.993367,0.323705,1
0.678967,0.734473,0
0.490403,0.751093,1
0.575676,0.714366,0
0.525165,0.310303,0
0.516531,0.752693,0
0.487087,0.52325,1
0.000875,0.199303,0
0.016892,0.145311,0
0.334064,0.720082,1
0.479456,0.476767,1
0.144027,0.066806,1
0.494551,0.7204,1
0.074983,0.134557,0
0.885902,0.210841,0
0.504371,0.517997,1
0.578686,0.736681,0
0.134704,0.11651,1
0.985439,0.200482,1
0.920626,0.224375,0
0.512943,0.411669,0
0.987857,0.417605,1
0.727326,0.205706,0
0.509681,0.467692,0
0.403265,0.757912,1
0.913314,0.22351,0
0.385315,0.720347,1
0.976685,0.236397,1
0.044634,0.180102,0
0.656807,0.711901,0
0.492557,0.393187,0
0.396922,0.750003,1
0.706963,0.220976,0
0.720719,0.251098,0
0.467983,0.729471,1
0.432521,0.747262,1
0.979972,0.228353,1
0.0068,0.15279,0
0.556841,0.758111,0
0.49248,0.440527,0
0.977877,0.509215,1
0.50528,0.555692,1
0.041562,0.130173,0
0.513779,0.457741,0
0.51345,0.639175,1
0.775867,0.197945,0
0.337826,0.731955,1
0.964244,0.440678,1
0.96282,0.417928,1
0.926963,0.216823,0
0.494256,0.443674,0
0.497596,0.469879,0
0.270407,0.666252,1
0.354509,0.76463,1
0.692888,0.196086,0
0.26936,0.615548,1
0.987219,0.514147,1
0.495251,0.422772,0
0.970919,0.3295,1
0.312684,0.628133,1
0.866765,0.226391,0
0.82416,0.182922,0
0.04748,0.222067,0
0.985977,0.447229,1
0.696393,0.268684,0
0.147799,0.141822,1
0.297374,0.627074,1
0.995825,0.370784,1
0.477268,0.747563,1
0.393765,0.753825,1
0.505555,0.487726,1
0.305591,0.601793,1
0.285429,0.714753,1
0.99624,0.49242,1
0.339531,0.751696,1
0.52313,0.557477,1
0.773385,0.205333,0
0.676921,0.755779,0
0.72809,0.248358,0
0.810465,0.210926,0
0.965796,0.410692,1
0.474421,0.439274,0
0.813447,0.176963,0
0.515594,0.48274,1
0.671594,0.709447,0
0.858442,0.230279,0
0.548055,0.735625,0
0.416604,0.757336,1
0.8489,0.228963,0
0.035867,0.164436,0
0.279323,0.636206,1
0.124239,0.111523,1
0.502794,0.423076,0
0.140829,0.139151,1
0.27794,0.636326,1
0.681493,0.755777,0
0.515785,0.462185,0
0.425749,0.709453,1
0.543884,0.762248,0
0.268236,0.685063,1
0.490646,0.454111,0
0.987565,0.368737,1
0.120036,0.059709,1
0.952246,0.188958,1
0.415582,0.764021,1
0.457278,0.75911,1
0.820191,0.20449,0
0.126583,0.065087,1
0.97559,0.183099,1
0.970664,0.524839,1
0.713126,0.282246,0
0.303743,0.625085,1
0.713997,0.26935,0
0.392527,0.717281,1
0.724531,0.203977,0
0.683859,0.740844,0
0.117548,0.109418,1
0.272447,0.646844,1
0.30101,0.717029,1
0.509616,0.601046,1
0.465282,0.728676,1
0.292157,0.735135,1
0.352923,0.762036,1
0.296915,0.725426,1
0.590822,0.712667,0
0.970297,0.281114,1
0.307094,0.651503,1
0.845726,0.21045,0
0.967761,0.386173,1
0.823898,0.207322,0
0.510786,0.757329,0
0.64644,0.706219,0
0.2819,0.719847,1
0.506835,0.394168,0
0.979623,0.494234,1
0.698479,0.195838,0
0.999837,0.283438,1
0.490635,0.564193,1
0.733855,0.28865,0
0.527152,0.737422,0
0.50155,0.348575,0
0.752392,0.206852,0
0.5069,0.614334,1
0.271996,0.663418,1
0.5113,0.750235,0
0.269469,0.704073,1
0.60405,0.738391,0
0.500686,0.310773,0
0.512193,0.601402,1
0.819309,0.181535,0
0.830406,0.232723,0
0.993775,0.272587,1
0.959596,0.248048,1
0.146494,0.073007,1
0.30244,0.755636,1
0.818778,0.183728,0
0.286041,0.660954,1
0.526509,0.743192,0
0.086301,0.140914,0
0.522021,0.547362,1
0.684898,0.180887,0
0.771631,0.180319,0
0.333854,0.728907,1
0.064812,0.157655,0
0.434635,0.719273,1
0.474808,0.48656,1
0.130346,0.097215,1
0.833891,0.226674,0
0.971623,0.30033,1
0.006014,0.131919,0
0.94831,0.377111,1
0.722449,0.269746,0
0.30187,0.617813,1
0.126184,0.109047,1
0.280917,0.72942,1
0.942565,0.221839,0
0.045002,0.129494,0
0.529077,0.759071,0
0.307345,0.755203,1
0.495096,0.29794,0
0.77906,0.191156,0
0.492505,0.588,1
0.604278,0.72949,0
0.984693,0.294454,1
0.705643,0.177053,0
0.955034,0.527164,1
0.020564,0.163627,0
0.488469,0.606878,1
0.105539,0.143578,1
0.519805,0.433615,0
0.371873,0.733445,1
0.633865,0.761477,0
0.763612,0.220037,0
0.876763,0.194004,0
0.520934,0.713322,0
0.586512,0.759801,0
0.29498,0.624415,1
0.050506,0.215383,0
0.693497,0.192753,0
0.984018,0.274787,1
0.505438,0.744132,0
0.499632,0.431629,0
0.378503,0.761319,1
0.551133,0.75622,0
0.500093,0.457099,0
0.523967,0.36271,0
0.96132,0.507764,1
0.670671,0.734446,0
0.156728,0.084911,1
0.941299,0.182731,0
0.852531,0.207144,0
0.777348,0.18017,0
0.513151,0.413892,0
0.96642,0.365453,1
0.516242,0.523739,1
0.113572,0.10223,1
0.306284,0.756221,1
0.615747,0.722758,0
0.156191,0.139128,1
0.997612,0.491566,1
0.283636,0.637439,1
0.961382,0.182896,1
0.691611,0.195429,0
0.469973,0.724235,1
0.267793,0.646592,1
0.771793,0.178161,0
0.313863,0.753302,1
0.526245,0.755432,0
0.98505,0.331853,1
0.265868,0.687376,1
0.902855,0.204728,0
0.474808,0.759116,1
0.991616,0.444705,1
0.973425,0.326132,1
0.150224,0.130812,1
0.520267,0.589967,1
0.705366,0.230344,0
0.758665,0.188021,0
0.318192,0.760685,1
0.485019,0.434936,0
0.041431,0.234639,0
0.550612,0.742577,0
0.329513,0.741123,1
0.503099,0.414951,0
0.473917,0.711213,1
0.967065,0.318811,1
0.476559,0.73677,1
0.007588,0.15295,0
0.518186,0.484635,1
0.307776,0.732751,1
0.83815,0.229909,0
0.46124,0.734512,1
0.865428,0.177573,0
0.539431,0.705915,0
0.113029,0.125814,1
0.97161,0.370539,1
0.97151,0.463962,1
0.305756,0.753474,1
0.994135,0.419525,1
0.964353,0.427132,1
0.519918,0.561952,1
0.668753,0.761281,0
0.568327,0.729758,0
0.016009,0.171325,0
0.984324,0.192162,1
0.956395,0.412909,1
0.328967,0.729202,1
0.487161,0.583238,1
0.309193,0.669768,1
0.495333,0.607808,1
0.656944,0.737699,0
0.746222,0.196413,0
0.955647,0.320598,1
0.561424,0.710547,0
0.770881,0.182056,0
0.143006,0.151628,1
0.487999,0.444612,0
0.974754,0.356041,1
0.930469,0.214644,0
0.031177,0.178487,0
0.743168,0.179257,0
0.502866,0.510529,1
0.947975,0.412892,1
0.986264,0.31787,1
0.487477,0.590468,1
0.437742,0.727736,1
0.503072,0.616361,1
0.617667,0.741668,0
0.904246,0.213642,0
0.926427,0.210581,0
0.669208,0.757251,0
0.517801,0.342659,0
0.505224,0.369313,0
0.521866,0.611146,1
0.91229,0.207017,0
0.858053,0.210256,0
0.542329,0.709447,0
0.997193,0.201455,1
0.300523,0.67998,1
0.046525,0.202255,0
0.748523,0.177937,0
0.749815,0.195631,0
0.951034,0.518455,1
0.98413,0.276262,1
0.484705,0.372438,0
0.531815,0.73035,0
0.976068,0.26636,1
0.505878,0.562966,1
0.488422,0.707231,1
0.276342,0.711581,1
0.608615,0.745929,0
0.700941,0.234952,0
0.949699,0.502548,1
0.143136,0.078626,1
0.655389,0.706255,0
0.522335,0.625576,1
0.490819,0.611923,1
0.997083,0.391055,1
0.494195,0.56138,1
0.502632,0.527718,1
0.770856,0.19006,0
0.35735,0.750624,1
0.074836,0.141993,0
0.967871,0.484166,1
0.609814,0.758563,0
0.674347,0.722774,0
0.910822,0.220055,0
0.417014,0.73662,1
0.787401,0.189932,0
0.670431,0.760285,0
0.713326,0.289367,0
0.979426,0.329942,1
0.618849,0.715735,0
0.317514,0.762959,1
0.479989,0.311872,0
0.693018,0.191161,0
0.960956,0.248483,1
0.366408,0.724164,1
0.998158,0.202563,1
0.742806,0.218252,0
0.005861,0.178752,0
0.409575,0.737325,1
0.265778,0.613105,1
0.771557,0.223041,0
0.265451,0.684599,1
0.411517,0.758543,1
0.413302,0.746548,1
0.951073,0.394286,1
0.97957,0.510963,1
0.722976,0.205537,0
0.489705,0.618918,1
0.494665,0.402417,0
0.510274,0.378672,0
0.853362,0.223292,0
0.953052,0.445551,1
0.972381,0.203544,1
0.538713,0.721584,0
0.993499,0.371706,1
0.470384,0.744137,1
0.817443,0.197331,0
0.484317,0.489652,1
0.879483,0.197317,0
0.284243,0.751982,1
0.809351,0.185027,0
0.993309,0.213515,1
0.740437,0.209364,0
0.524484,0.634373,1
0.146731,0.143833,1
0.932251,0.231327,0
0.293867,0.656006,1
0.956747,0.507941,1
0.008506,0.127677,0
0.669578,0.758593,0
0.009685,0.20773,0
0.090852,0.140595,0
0.514119,0.759293,0
0.502035,0.597432,1
0.515767,0.382467,0
0.068485,0.120411,0
0.73663,0.222722,0
0.497803,0.489117,1
0.494295,0.593709,1
0.436987,0.70794,1
0.716034,0.274339,0
0.701688,0.266788,0
0.732384,0.212065,0
0.297236,0.649022,1
0.613293,0.730496,0
0.480931,0.621137,1
0.467984,0.732064,1
0.129443,0.107066,1
0.043774,0.177895,0
0.482862,0.713287,1
0.49146,0.493665,1
0.923995,0.228555,0
0.491682,0.599594,1
0.418572,0.739975,1
0.463543,0.759284,1
0.498904,0.721576,1
0.389551,0.732678,1
0.311828,0.61443,1
0.08157,0.165143,0
0.98702,0.492981,1
0.293148,0.695177,1
0.303637,0.728828,1
