@relation normalized_sea-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute '# x1' numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute class {0,1}

@data
0.570437,0.843485,0.78508,1
0.136198,0.776443,0.88001,1
0.780079,0.097549,0.966029,1
0.09936,0.728873,0.710759,1
0.322356,0.311864,0.052319,0
0.166206,0.321774,0.747422,1
0.048886,0.132286,0.839852,1
0.796743,0.437903,0.450597,1
0.281372,0.23567,0.804842,1
0.012108,0.684849,0.149828,1
0.782404,0.11585,0.631695,0
0.844727,0.342449,0.512166,1
0.654323,0.564513,0.465981,1
0.886289,0.213396,0.151774,0
0.345703,0.991657,0.097663,1
0.429539,0.548288,0.509623,1
0.783964,0.314459,0.128472,0
0.999307,0.278325,0.588261,1
0.394195,0.21995,0.663476,1
0.562413,0.175635,0.405998,0
0.740155,0.872009,0.03725,1
0.085396,0.189048,0.561617,0
0.180693,0.659309,0.573548,1
0.207584,0.083163,0.321139,0
0.397642,0.449637,0.787629,1
0.727971,0.375885,0.178644,0
0.595848,0.84215,0.36108,1
0.017779,0.767107,0.374991,1
0.639088,0.412267,0.384372,0
0.601328,0.94602,0.155574,1
0.605302,0.72915,0.392249,1
0.812319,0.713417,0.804444,1
0.163043,0.59207,0.606909,1
0.967955,0.785582,0.013162,0
0.627704,0.374267,0.722066,1
0.141364,0.097049,0.403415,0
0.509332,0.787816,0.504936,1
0.733804,0.660538,0.892691,1
0.389669,0.284934,0.151979,0
0.998349,0.956454,0.411942,1
0.548499,0.018843,0.052389,0
0.804431,0.065575,0.080237,0
0.439861,0.802333,0.077603,1
0.899384,0.481044,0.361673,1
0.268845,0.866638,0.519372,0
0.527152,0.412058,0.341746,0
0.697002,0.493753,0.118794,0
0.450185,0.530764,0.85675,1
0.549621,0.909169,0.515134,1
0.974743,0.595399,0.786192,1
0.397712,0.863824,0.995843,1
0.344851,0.35751,0.705815,1
0.224134,0.22518,0.616348,1
0.63725,0.958125,0.668112,1
0.451856,0.786935,0.029582,1
0.317682,0.886362,0.900737,1
0.795498,0.415866,0.221344,0
0.011259,0.007528,0.18483,0
0.871355,0.180665,0.706075,1
0.53819,0.411884,0.829911,1
0.637076,0.446254,0.513611,1
0.404359,0.181716,0.608577,0
0.968651,0.638188,0.758264,1
0.524526,0.658997,0.153623,1
0.074855,0.374994,0.090247,1
0.382542,0.275102,0.495091,0
0.455785,0.201159,0.470099,0
0.613055,0.300004,0.756307,1
0.746266,0.269912,0.524455,0
0.451647,0.133025,0.006823,0
0.77122,0.765116,0.706633,1
0.424092,0.860287,0.61577,1
0.235267,0.706046,0.585069,1
0.981147,0.080152,0.871717,1
0.281335,0.34181,0.430902,0
0.641826,0.187202,0.144508,0
0.457133,0.668991,0.538714,1
0.802022,0.545564,0.329069,1
0.310663,0.035694,0.868994,1
0.895983,0.48476,0.233696,0
0.190794,0.818794,0.749066,1
0.898948,0.62078,0.608873,1
0.962591,0.039768,0.074657,0
0.226996,0.21919,0.992518,1
0.888184,0.531228,0.592912,1
0.076783,0.922012,0.263433,1
0.957707,0.132419,0.122191,0
0.617191,0.355912,0.98495,1
0.174695,0.734014,0.97994,0
0.354776,0.58881,0.253915,1
0.62859,0.328598,0.921792,1
0.547802,0.914309,0.539717,1
0.445515,0.132621,0.126173,0
0.054626,0.389632,0.90976,0
0.522067,0.031942,0.866029,1
0.387875,0.850978,0.947257,1
0.584965,0.927197,0.636217,1
0.515983,0.890162,0.257099,1
0.218747,0.178883,0.000142,0
0.093183,0.539886,0.202523,0
0.672518,0.328722,0.060985,0
0.718363,0.970776,0.739484,1
0.002713,0.605509,0.379682,1
0.456465,0.326934,0.953175,0
0.254116,0.589388,0.981186,1
0.479527,0.238278,0.914684,1
0.417181,0.914856,0.464823,1
0.454721,0.667374,0.049051,0
0.996095,0.11006,0.854393,1
0.080828,0.593873,0.954898,0
0.199369,0.334575,0.474133,1
0.661519,0.427303,0.697271,1
0.016685,0.678454,0.68574,1
0.916734,0.60042,0.194478,0
0.515253,0.659329,0.844289,1
0.326686,0.893371,0.097198,1
0.003426,0.951622,0.03722,0
0.54547,0.99215,0.167791,1
0.326707,0.641952,0.400671,1
0.069246,0.097935,0.903873,0
0.776396,0.58961,0.58215,1
0.190018,0.776658,0.027024,1
0.435966,0.871344,0.675249,1
0.764682,0.772476,0.085419,1
0.724066,0.122663,0.852376,1
0.114803,0.020159,0.014358,0
0.662121,0.415056,0.429735,1
0.513007,0.333603,0.817312,1
0.923214,0.399457,0.982542,1
0.176103,0.009557,0.818511,1
0.880904,0.493756,0.374717,1
0.266217,0.460163,0.413688,1
0.582839,0.266059,0.25981,0
0.286241,0.274193,0.139143,0
0.689259,0.568906,0.679735,1
0.902511,0.497043,0.491665,1
0.896502,0.474202,0.938966,0
0.483776,0.757475,0.684678,1
0.251217,0.059387,0.010246,0
0.519566,0.423961,0.507719,1
0.690029,0.767558,0.800056,1
0.041745,0.93923,0.924645,1
0.508112,0.604376,0.933283,1
0.10141,0.424942,0.236334,0
0.899146,0.175293,0.0705,0
0.932769,0.755207,0.747607,1
0.8146,0.757882,0.701426,1
0.18183,0.209138,0.436566,0
0.976696,0.236615,0.848139,0
0.175833,0.772782,0.749452,1
0.377139,0.682732,0.094554,0
0.107665,0.330914,0.47646,0
0.506223,0.546988,0.389728,1
0.302179,0.137327,0.622978,0
0.895211,0.324398,0.45094,1
0.533551,0.887536,0.948913,1
0.124141,0.79705,0.528685,1
0.569806,0.278131,0.983937,1
0.960863,0.078483,0.425493,1
0.409417,0.901984,0.075324,1
0.44895,0.465079,0.354624,1
0.602418,0.977633,0.867919,1
0.302014,0.318853,0.574668,1
0.206376,0.523577,0.345805,1
0.32061,0.87452,0.6305,1
0.15264,0.614434,0.837371,1
0.692926,0.262858,0.182019,0
0.16483,0.257368,0.017966,0
0.722455,0.372616,0.364906,0
0.350231,0.232819,0.822507,1
0.551687,0.39717,0.487811,1
0.920749,0.833645,0.08857,1
0.708135,0.719099,0.131761,1
0.333515,0.969164,0.974292,0
0.232008,0.156303,0.128771,0
0.413691,0.146761,0.010605,0
0.519393,0.375538,0.461014,1
0.608369,0.283516,0.521869,1
0.680696,0.009671,0.918131,1
0.843321,0.006693,0.842809,1
0.7258,0.974602,0.412225,0
0.943726,0.386512,0.085742,0
0.54283,0.214537,0.572575,0
0.36132,0.583209,0.092652,0
0.958747,0.553694,0.750343,1
0.837214,0.272206,0.727175,1
0.281902,0.645303,0.119336,0
0.652006,0.962176,0.67668,1
0.936739,0.088897,0.437116,0
0.475426,0.522885,0.056181,1
0.73743,0.628784,0.97479,0
0.21198,0.067434,0.979476,1
0.62114,0.729816,0.737845,1
0.002017,0.465015,0.976273,1
0.110309,0.095602,0.40914,0
0.05777,0.085812,0.140108,0
0.174738,0.577252,0.874982,1
0.100128,0.931193,0.668425,1
0.559952,0.643212,0.936321,1
0.710655,0.915796,0.942671,1
0.645584,0.680514,0.790154,1
0.145518,0.766425,0.931537,1
0.86203,0.340671,0.018129,0
0.426502,0.158262,0.914321,1
0.735522,0.789301,0.251398,1
0.720464,0.919854,0.673214,1
0.56304,0.609532,0.052332,0
0.525304,0.995034,0.60549,1
0.675518,0.395639,0.818499,1
0.162052,0.750033,0.076853,0
0.090695,0.095006,0.943894,1
0.253293,0.858214,0.118427,1
0.647487,0.369851,0.824474,1
0.289689,0.497684,0.648367,1
0.107207,0.700728,0.126411,1
0.695731,0.73193,0.803408,1
0.127559,0.621904,0.192274,1
0.371918,0.269152,0.313688,0
0.364179,0.257576,0.979828,1
0.115781,0.098248,0.60629,0
0.468117,0.430759,0.131206,0
0.928444,0.779602,0.610538,0
0.480307,0.736978,0.668167,1
0.468886,0.47157,0.547286,1
0.093465,0.73959,0.886072,1
0.008736,0.199753,0.928012,1
0.457347,0.907839,0.990405,1
0.006081,0.596691,0.336393,1
0.027443,0.467626,0.231996,0
0.247214,0.842565,0.991552,1
0.579517,0.659715,0.903571,0
0.131275,0.450853,0.644853,1
0.19043,0.53092,0.690133,1
0.730682,0.618142,0.572088,1
0.525956,0.56249,0.761165,1
0.15917,0.097551,0.006222,0
0.565191,0.238243,0.142491,0
0.0808,0.134035,0.539927,0
0.793756,0.443493,0.708725,1
0.894349,0.353573,0.149763,1
